Entity1_id,Entity1_name,Entity1_type,Entity2_id,Entity2_name,Entity2_type,Evidence,Association,PK,PD,PMIDs,,,,,,
PA447209,Mood Disorders,Disease,PA312,solute carrier family 6 (neurotransmitter transporter, serotonin), member 4,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,10653220;10683861;11027924;15274037;15520364;15812265;16874005;17697394;17853254;17914325;18279474;18330458;18983505;18987562;19259652;19606452;19800133;21688171;23288236,,,
PA443434,Arthritis, Rheumatoid,Disease,PA26971,CSRP3,Gene,VariantAnnotation,associated,,PD,18615156,,,,,
PA150527845,Persistent Hyperinsulinemia Hypoglycemia of Infancy,Disease,PA217,KCNJ11,Gene,Vip,associated,,,11395395;12199344,,,,,,
PA446166,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,Disease,PA131,CYP3A5,Gene,Vip,associated,,,21039054;21418106,,,,,,
PA165857066,Anemia, Hemolytic, Congenital Nonspherocytic,Disease,PA28469,G6PD,Gene,Vip,associated,,,11852882;20085579;21302115,,,,
PA443319,Alzheimer Disease,Disease,PA38278,TP53INP1,Gene,Literature,associated,,,24922517,,,,,,
PA443269,Adenoma,Disease,PA134935109,IL23R,Gene,VariantAnnotation,associated,,PD,23778325,,,,,,
PA443269,Adenoma,Disease,PA45,ALOX12,Gene,VariantAnnotation,associated,,PD,23778325,,,,,,
PA446108,Colorectal Neoplasms,Disease,PA31647,NLGN1,Gene,VariantAnnotation,associated,,PD,22310351,,,,,,
PA446108,Colorectal Neoplasms,Disease,PA26946,CSK,Gene,VariantAnnotation,associated,,,21081473,,,,,,
PA443434,Arthritis, Rheumatoid,Disease,PA27327,DHODH,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,19207032,,,,
PA133888799,Organ Transplantation,Disease,PA280,PPARA,Gene,ClinicalAnnotation,associated,PK,,24658827,,,,,,
PA165108401,Acute coronary syndrome,Disease,PA280,PPARA,Gene,VariantAnnotation,associated,,PD,18855529;20838448,,,,,,
PA443797,Coronary Disease,Disease,PA280,PPARA,Gene,ClinicalAnnotation,associated,,PD,18855529,,,,,,
PA443890,Diabetes Mellitus, Type 2,Disease,PA280,PPARA,Gene,VariantAnnotation,associated,,PD,24853734,,,,,
PA443434,Arthritis, Rheumatoid,Disease,PA31277,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,Gene,VariantAnnotation,associated,,,20386493,,,,,
PA445208,Pain,Disease,PA31277,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,Gene,VariantAnnotation,associated,,PD,22926161,,,,,,
PA445746,Stomatitis,Disease,PA31277,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,Gene,VariantAnnotation,associated,,PD,20647221,,,,,,
PA446108,Colorectal Neoplasms,Disease,PA31277,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,Gene,VariantAnnotation,associated,,PD,20647221,,,,,,
PA447004,Migraine with Aura,Disease,PA31277,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,22926161,,,,,
PA444516,Hypercholesterolemia,Disease,PA152208656,fat mass and obesity associated,Gene,VariantAnnotation,associated,,,24116192,,,,,,
PA444552,Hypertension,Disease,PA152208656,fat mass and obesity associated,Gene,ClinicalAnnotation,VariantAnnotation,associated,PK,PD,24116192;24612202,,,,,
PA444516,Hypercholesterolemia,Disease,PA28537,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2),Gene,VariantAnnotation,associated,,,24116192,,,,,,
PA444552,Hypertension,Disease,PA28537,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2),Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,24116192,,,,,
PA157379134,Myalgia unspecified,Disease,PA25107,ATP2B1,Gene,VariantAnnotation,associated,,PD,21868014,,,,,,
PA443937,Drug Toxicity,Disease,PA134911502,solute carrier family 22 (organic cation/carnitine transporter), member 16,Gene,VariantAnnotation,associated,,PD,20179710,,,,,
PA444552,Hypertension,Disease,PA36101,SPTA1,Gene,VariantAnnotation,associated,,PD,21449848,,,,,,
PA445738,Stevens-Johnson Syndrome,Disease,PA25264,BAT3,Gene,VariantAnnotation,associated,,PD,16538176,,,,,,
PA443450,Asthma,Disease,PA134991391,CEP68,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,21072201,,,,,
PA445968,Turner Syndrome,Disease,PA26411,AGAP2,Gene,ClinicalAnnotation,associated,,PD,23567489,,,,,,
PA443886,Diabetes Mellitus,Disease,PA32958,paired box 4,Gene,ClinicalAnnotation,associated,,PD,22296034,,,,,,
PA443890,Diabetes Mellitus, Type 2,Disease,PA32958,paired box 4,Gene,VariantAnnotation,associated,,PD,22296034,,,,,
PA444552,Hypertension,Disease,PA37288,VCL,Gene,Literature,associated,,,24560520,,,,,,
PA164925725,Toxic liver disease,Disease,PA25234,BACH1,Gene,VariantAnnotation,associated,,PD,22341855,,,,,,
PA443340,Anemia,Disease,PA419,UDP glucuronosyltransferase 1 family, polypeptide A9,Gene,VariantAnnotation,associated,,PD,18349289,,,,,
PA445062,Neoplasms,Disease,PA419,UDP glucuronosyltransferase 1 family, polypeptide A9,Gene,VariantAnnotation,associated,,PD,15179405;18349289;19696792;21900104,,,,,
PA445431,Proteinuria,Disease,PA419,UDP glucuronosyltransferase 1 family, polypeptide A9,Gene,VariantAnnotation,associated,,PD,22210424,,,,,
PA445876,Tobacco Use Disorder,Disease,PA419,UDP glucuronosyltransferase 1 family, polypeptide A9,Gene,VariantAnnotation,associated,PK,,25277794,,,,,
PA447230,HIV,Disease,PA419,UDP glucuronosyltransferase 1 family, polypeptide A9,Gene,VariantAnnotation,associated,PK,,22371894,,,,,
PA166115462,dry mouth,Disease,PA130,CYP3A4,Gene,VariantAnnotation,associated,,PD,23559402,,,,,,
PA166115462,dry mouth,Disease,PA31945,OPRM1,Gene,VariantAnnotation,associated,,PD,23703421,,,,,,
PA443434,Arthritis, Rheumatoid,Disease,PA25121,ATP5A1P3,Gene,ClinicalAnnotation,associated,,PD,19207032,,,,,
PA445506,Recurrence,Disease,PA29698,insulin-like growth factor 1 receptor,Gene,VariantAnnotation,associated,,PD,23459444,,,,,,
PA443450,Asthma,Disease,PA31435,NAGA,Gene,Literature,associated,,,24934276,,,,,,
PA444445,Hepatitis C,Disease,PA143485373,C12orf43,Gene,VariantAnnotation,associated,,PD,21993426,,,,,,
PA446116,Inflammatory Bowel Diseases,Disease,PA134978045,FSTL5,Gene,VariantAnnotation,associated,,PD,23570467,,,,,,
PA443842,Death,Disease,PA108,cholesteryl ester transfer protein, plasma,Gene,VariantAnnotation,associated,,PD,18957472,,,,,
PA443890,Diabetes Mellitus, Type 2,Disease,PA108,cholesteryl ester transfer protein, plasma,Gene,VariantAnnotation,associated,,PD,12663600,,,,
PA443450,Asthma,Disease,PA26609,clock circadian regulator,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,23508266,,,,,
PA446155,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Disease,PA29862,IMP (inosine 5'-monophosphate) dehydrogenase 1,Gene,VariantAnnotation,associated,PK,,24624911,,,,,,
PA445876,Tobacco Use Disorder,Disease,PA140,dopa decarboxylase (aromatic L-amino acid decarboxylase),Gene,VariantAnnotation,associated,,,15879433;16740595,,,,,,
PA443450,Asthma,Disease,PA24345,leukotriene A4 hydrolase,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,16293801,,,,,
PA165108401,Acute coronary syndrome,Disease,PA205,integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61),Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,10459913;10704169;11054089;11723016;15840736;16153930;16458133;16493486;16581111;16675000;17184645;20138334;22028352;23834376,,,
PA443797,Coronary Disease,Disease,PA204,integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor),Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,15205592;16214444;16493486;17157856;22940005,,,
PA445019,Myocardial Infarction,Disease,PA204,integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor),Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,15205592;16214444;16493486;17157856;22940005,,,
PA443796,Coronary Artery Disease,Disease,PA30886,matrix metallopeptidase 3 (stromelysin 1, progelatinase),Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,10190398,,,,
PA444552,Hypertension,Disease,PA30886,matrix metallopeptidase 3 (stromelysin 1, progelatinase),Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,21183746,,,,
PA443890,Diabetes Mellitus, Type 2,Disease,PA306,sodium channel, non-voltage-gated 1, beta subunit,Gene,VariantAnnotation,associated,,PD,18004211,,,
PA443890,Diabetes Mellitus, Type 2,Disease,PA162403808,solute carrier family 47, member 1,Gene,VariantAnnotation,associated,,PD,23267855,,,,
PA445968,Turner Syndrome,Disease,PA134920045,MARCH9,Gene,ClinicalAnnotation,associated,,PD,23567489,,,,,,
PA133888799,Organ Transplantation,Disease,PA36552,toll-like receptor 4,Gene,ClinicalAnnotation,associated,PK,,24820765,,,,,,
PA443434,Arthritis, Rheumatoid,Disease,PA36552,toll-like receptor 4,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,20136356,,,,
PA447247,liver transplantation,Disease,PA36552,toll-like receptor 4,Gene,VariantAnnotation,associated,PK,,24820765,,,,,,
PA445857,Thyroid Neoplasms,Disease,PA31817,neurotrophic tyrosine kinase, receptor, type 1,Gene,Literature,associated,,,23788249,,,,
PA446649,Carcinoma, Medullary,Disease,PA31817,neurotrophic tyrosine kinase, receptor, type 1,Gene,Annotation,associated,,,,,,
PA446108,Colorectal Neoplasms,Disease,PA162393424,kinesin light chain 1,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,17549067,,,,,
PA443450,Asthma,Disease,PA142671750,fibrous sheath interacting protein 1,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,20513247,,,,,
PA443434,Arthritis, Rheumatoid,Disease,PA26242,CD84,Gene,VariantAnnotation,associated,,PD,23555300,,,,,
PA443890,Diabetes Mellitus, Type 2,Disease,PA36399,TCIRG1,Gene,Literature,associated,,,24595071,,,,,
PA443434,Arthritis, Rheumatoid,Disease,PA26978,CST5,Gene,VariantAnnotation,associated,,PD,18615156,,,,,
PA445062,Neoplasms,Disease,PA134980674,rhomboid 5 homolog 2 (Drosophila),Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,21622719,,,,,
PA445062,Neoplasms,Disease,PA25305,BCL2-like 11 (apoptosis facilitator),Gene,ClinicalAnnotation,associated,,PD,24223824,,,,,,
PA446171,Leukemia, Myelogenous, Chronic, BCR-ABL Positive,Disease,PA25305,BCL2-like 11 (apoptosis facilitator),Gene,VariantAnnotation,associated,,PD,24223824,,,
PA446108,Colorectal Neoplasms,Disease,PA45,ALOX12,Gene,VariantAnnotation,associated,,PD,23778325,,,,,,
PA443450,Asthma,Disease,PA29832,interleukin 4 receptor,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,22541248,,,,,
PA444552,Hypertension,Disease,PA33705,prolylcarboxypeptidase (angiotensinase C),Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,20079160,,,,,
PA445062,Neoplasms,Disease,PA38302,thioredoxin reductase 2,Gene,VariantAnnotation,associated,,PD,19094200,,,,,,
PA444445,Hepatitis C,Disease,PA31879,2'-5'-oligoadenylate synthetase-like,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,21993426,,,,,
PA443450,Asthma,Disease,PA24947,arginase 1,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,18617639,,,,,
PA444552,Hypertension,Disease,PA31552,NELL1,Gene,VariantAnnotation,associated,PK,,23400010,,,,,,
PA443340,Anemia,Disease,PA31875,OAS1,Gene,VariantAnnotation,associated,,PD,23133602,,,,,,
PA443761,Colorectal Neoplasms, Hereditary Nonpolyposis,Disease,PA33448,PMS2 postmeiotic segregation increased 2 (S. cerevisiae),Gene,Annotation,Literature,associated,,,23788249,,,,
PA444222,Fractures, Bone,Disease,PA30612,mitogen-activated protein kinase kinase kinase kinase 4,Gene,VariantAnnotation,associated,,,25148458,,,,,
PA443633,Cardiomyopathy, Hypertrophic,Disease,PA162375571,actin, alpha, cardiac muscle 1,Gene,Annotation,associated,,,,,,
PA443761,Colorectal Neoplasms, Hereditary Nonpolyposis,Disease,PA240,mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli),Gene,Annotation,Literature,associated,,,23788249,,
PA443761,Colorectal Neoplasms, Hereditary Nonpolyposis,Disease,PA184,mutS homolog 6 (E. coli),Gene,Annotation,Literature,associated,,,23788249,,,,
PA445113,Neutropenia,Disease,PA184,mutS homolog 6 (E. coli),Gene,VariantAnnotation,associated,,PD,22868256,,,,,,
PA446108,Colorectal Neoplasms,Disease,PA184,mutS homolog 6 (E. coli),Gene,VariantAnnotation,associated,,PD,22868256,,,,,,
PA445204,Ovarian Neoplasms,Disease,PA31328,mutY homolog (E. coli),Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,24533712,,,,,
PA445381,Adenomatous Polyposis Coli,Disease,PA31328,mutY homolog (E. coli),Gene,Annotation,associated,,,,,,,,,
PA443633,Cardiomyopathy, Hypertrophic,Disease,PA31351,myosin binding protein C, cardiac,Gene,Annotation,associated,,,,,,,
PA166123310,loeys-dietz syndrome,Disease,PA31367,myosin, heavy chain 11, smooth muscle,Gene,Annotation,associated,,,,,,,
PA444880,Marfan Syndrome,Disease,PA31367,myosin, heavy chain 11, smooth muscle,Gene,Annotation,associated,,,,,,,
PA446114,Arthritis, Gouty,Disease,PA35056,HLA-B,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,15743917;17587850;18192896;19002350;19018717;19483528;19696695;21301380;21393610;21545408;21790926;21906289;21912425;22017528;22348415;22901319;22909208;23280169;23600531;23669020;24152157;24858023;25115449;25257159;25327504,,,,
PA443434,Arthritis, Rheumatoid,Disease,PA134925480,CERS6,Gene,VariantAnnotation,associated,,PD,18615156,,,,,
PA166122646,hemopoietic stem cell transplant,Disease,PA123,CYP2B6,Gene,VariantAnnotation,associated,,PD,24165757,,,,,,
PA443633,Cardiomyopathy, Hypertrophic,Disease,PA36636,troponin I type 3 (cardiac),Gene,Annotation,associated,,,,,,,,
PA166122058,mucositis,Disease,PA26736,COLEC10,Gene,VariantAnnotation,associated,,PD,22310351,,,,,,
PA446108,Colorectal Neoplasms,Disease,PA26736,COLEC10,Gene,VariantAnnotation,associated,,PD,22310351,,,,,,
PA166123507,discontinuation,Disease,PA420,UGT1A1,Gene,VariantAnnotation,associated,,,21348813,,,,,,
PA165817016,Kidney Transplantation,Disease,PA36394,TCF7L2,Gene,VariantAnnotation,associated,,PD,19713311,,,,,,
PA443886,Diabetes Mellitus,Disease,PA36394,TCF7L2,Gene,VariantAnnotation,associated,,PD,19713311;24128935,,,,,,
PA443890,Diabetes Mellitus, Type 2,Disease,PA36394,TCF7L2,Gene,ClinicalAnnotation,Literature,VariantAnnotation,associated,,PD,17519421;20054294;20362271;21114608;24595071,,,
PA444552,Hypertension,Disease,PA36394,TCF7L2,Gene,VariantAnnotation,associated,,PD,24128935,,,,,,
PA447240,Peptic Ulcer,Disease,PA29808,IL1B,Gene,VariantAnnotation,associated,,PD,19448967,,,,,,
PA443797,Coronary Disease,Disease,PA38617,PCSK9,Gene,VariantAnnotation,associated,,PD,20031582,,,,,,
PA445451,Psoriasis,Disease,PA134897613,ENOSF1,Gene,VariantAnnotation,associated,,PD,17410198,,,,,,
PA445451,Psoriasis,Disease,PA134956204,C18orf56,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,11937185;12651279;12972956;14522928;14647408;15713801;15797993;16130010;17203168;17323057;17410198;18322994;18368069;19159907;20386493;21262916;22450926;22838948,,,,,
PA445451,Psoriasis,Disease,PA198,IL6,Gene,VariantAnnotation,associated,,PD,22158445,,,,,,
PA445451,Psoriasis,Disease,PA327,SLC19A1,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,17410198,,,,,
PA443450,Asthma,Disease,PA30,ADCY9,Gene,VariantAnnotation,associated,,PD,23992748,,,,,,
PA445048,Nausea,Disease,PA147,DRD1,Gene,VariantAnnotation,associated,,PD,23952191,,,,,,
PA445048,Nausea,Disease,PA298,RRM1,Gene,VariantAnnotation,associated,,PD,22134350,,,,,,
PA445048,Nausea,Disease,PA31945,OPRM1,Gene,VariantAnnotation,associated,,PD,20444752,,,,,,
PA445876,Tobacco Use Disorder,Disease,PA117,COMT,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,16395295;16876132;17548664;18192898;22695756;23459442,,,,,
PA445876,Tobacco Use Disorder,Disease,PA123,CYP2B6,Gene,VariantAnnotation,Vip,associated,PK,,17015050,,,,,
PA445876,Tobacco Use Disorder,Disease,PA147,DRD1,Gene,VariantAnnotation,associated,,PD,18092181;22495174,,,,,,
PA445876,Tobacco Use Disorder,Disease,PA155,ERCC1,Gene,VariantAnnotation,associated,,PD,25025378,,,,,,
PA445876,Tobacco Use Disorder,Disease,PA25018,ARVCF,Gene,ClinicalAnnotation,associated,,PD,16876132,,,,,,
PA445876,Tobacco Use Disorder,Disease,PA27093,CYP1A2,Gene,VariantAnnotation,associated,PK,,17370067,,,,,,
PA445876,Tobacco Use Disorder,Disease,PA27094,CYP1B1,Gene,VariantAnnotation,associated,,,14520706,,,,,,
PA445876,Tobacco Use Disorder,Disease,PA27810,EPB41,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,21808284,,,,,
PA445876,Tobacco Use Disorder,Disease,PA28545,GALR1,Gene,VariantAnnotation,associated,,,21430647,,,,,,
PA445876,Tobacco Use Disorder,Disease,PA28983,GRIN3A,Gene,VariantAnnotation,associated,,,20084518,,,,,,
PA445876,Tobacco Use Disorder,Disease,PA31945,OPRM1,Gene,ClinicalAnnotation,associated,,PD,15007373;17224915,,,,,,
PA445876,Tobacco Use Disorder,Disease,PA343,SULT1A1,Gene,VariantAnnotation,associated,,,14520706;18854828,,,,,,
PA445876,Tobacco Use Disorder,Disease,PA369,XRCC1,Gene,VariantAnnotation,associated,,PD,25025378,,,,,,
PA445876,Tobacco Use Disorder,Disease,PA37186,UGT2B10,Gene,VariantAnnotation,associated,PK,,25277794,,,,,,
PA445876,Tobacco Use Disorder,Disease,PA420,UGT1A1,Gene,VariantAnnotation,associated,PK,,25277794,,,,,,
PA445876,Tobacco Use Disorder,Disease,PA55,APOE,Gene,VariantAnnotation,associated,,,23247396,,,,,,
PA133888799,Organ Transplantation,Disease,PA267,ABCB1,Gene,ClinicalAnnotation,associated,,,12175731,,,,,,
PA157379134,Myalgia unspecified,Disease,PA267,ABCB1,Gene,ClinicalAnnotation,associated,,PD,16321621;19802823;21392722,,,,,,
PA164925725,Toxic liver disease,Disease,PA267,ABCB1,Gene,ClinicalAnnotation,VariantAnnotation,associated,PK,PD,16912956;16912957;19686464;20017669;24024892,,,,,
PA166048740,Helicobacter Infections,Disease,PA267,ABCB1,Gene,VariantAnnotation,associated,,PD,15976989,,,,,,
PA166114377,hand-foot syndrome,Disease,PA267,ABCB1,Gene,VariantAnnotation,associated,,PD,21142915,,,,,,
PA166119041,drug-induced liver injury,Disease,PA267,ABCB1,Gene,VariantAnnotation,associated,PK,PD,22162992,,,,,,
PA166123366,event-free survival,Disease,PA267,ABCB1,Gene,VariantAnnotation,associated,,PD,25084203,,,,,,
PA166123466,creatine kinase,Disease,PA267,ABCB1,Gene,VariantAnnotation,associated,,,24595600,,,,,,
PA443434,Arthritis, Rheumatoid,Disease,PA267,ABCB1,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,18381794;19093297;20136356;23095111,,,,
PA443936,Drug Hypersensitivity,Disease,PA267,ABCB1,Gene,VariantAnnotation,associated,,PD,24517233,,,,,,
PA444066,Epilepsies, Partial,Disease,PA267,ABCB1,Gene,VariantAnnotation,associated,,PD,24300029,,,,,
PA444067,Epilepsy, Generalized,Disease,PA267,ABCB1,Gene,VariantAnnotation,associated,,PD,24300029,,,,,
PA444222,Fractures, Bone,Disease,PA267,ABCB1,Gene,VariantAnnotation,associated,,PD,24624916,,,,,
PA444255,Gastroesophageal Reflux,Disease,PA267,ABCB1,Gene,ClinicalAnnotation,associated,PK,,17190370,,,,,,
PA444552,Hypertension,Disease,PA267,ABCB1,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,24116192,,,,,
PA444573,Hypokalemia,Disease,PA267,ABCB1,Gene,VariantAnnotation,associated,,PD,24625991,,,,,,
PA444585,Hypotension, Orthostatic,Disease,PA267,ABCB1,Gene,VariantAnnotation,associated,,PD,12082591,,,,,
PA444621,Influenza, Human,Disease,PA267,ABCB1,Gene,VariantAnnotation,associated,,PD,21902503,,,,,
PA444985,Multiple Myeloma,Disease,PA267,ABCB1,Gene,ClinicalAnnotation,VariantAnnotation,associated,PK,PD,12684679;16331627;18377430;18408561;18836089;19752884;20179710;20938465;22026922,,,,,
PA445004,Myasthenia Gravis,Disease,PA267,ABCB1,Gene,ClinicalAnnotation,VariantAnnotation,associated,PK,PD,18717915;21806386,,,,,
PA445522,Respiratory Insufficiency,Disease,PA267,ABCB1,Gene,VariantAnnotation,associated,,PD,23748253,,,,,,
PA445594,Sarcoma,Disease,PA267,ABCB1,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,24024892,,,,,
PA445601,Osteosarcoma,Disease,PA267,ABCB1,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,22016816,,,,,
PA446970,Postoperative Nausea and Vomiting,Disease,PA267,ABCB1,Gene,VariantAnnotation,associated,,PD,20707787,,,,,,
PA446863,Hepatitis C, Chronic,Disease,PA25302,BCL2,Gene,VariantAnnotation,associated,,PD,21159314,,,,,
PA164925725,Toxic liver disease,Disease,PA116,ABCC2,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,24024892,,,,,
PA164925725,Toxic liver disease,Disease,PA131,CYP3A5,Gene,VariantAnnotation,associated,PK,,24438215,,,,,,
PA164925725,Toxic liver disease,Disease,PA134865839,SLCO1B1,Gene,VariantAnnotation,associated,,PD,22584460,,,,,,
PA164925725,Toxic liver disease,Disease,PA134897613,ENOSF1,Gene,VariantAnnotation,associated,,PD,17410198,,,,,,
PA164925725,Toxic liver disease,Disease,PA164724093,NOS2,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,22341855,,,,,
PA164925725,Toxic liver disease,Disease,PA26551,CLCN6,Gene,VariantAnnotation,associated,,PD,17488658;20472929,,,,,,
PA164925725,Toxic liver disease,Disease,PA27535,DUX1,Gene,VariantAnnotation,associated,,PD,22584460,,,,,,
PA164925725,Toxic liver disease,Disease,PA30540,MAFK,Gene,VariantAnnotation,associated,,PD,22341855,,,,,,
PA164925725,Toxic liver disease,Disease,PA327,SLC19A1,Gene,VariantAnnotation,associated,,PD,17180579;20335220,,,,,,
PA164925725,Toxic liver disease,Disease,PA35056,HLA-B,Gene,VariantAnnotation,associated,,PD,23328091,,,,,,
PA164925725,Toxic liver disease,Disease,PA35066,HLA-DQA1,Gene,VariantAnnotation,associated,,PD,12359646;20639878,,,,,,
PA164925725,Toxic liver disease,Disease,PA35068,HLA-DQB1,Gene,VariantAnnotation,associated,,PD,12359646;20639878,,,,,,
PA164925725,Toxic liver disease,Disease,PA35072,HLA-DRB1,Gene,VariantAnnotation,associated,,PD,20639878;23328091,,,,,,
PA164925725,Toxic liver disease,Disease,PA35753,SHMT1,Gene,VariantAnnotation,associated,,PD,18368069,,,,,,
PA164925725,Toxic liver disease,Disease,PA36017,SOD2,Gene,VariantAnnotation,associated,,PD,17400324,,,,,,
PA164925725,Toxic liver disease,Disease,PA378,NR1I2,Gene,VariantAnnotation,associated,,PD,20222094,,,,,,
PA447300,Acquired Long QT Syndrome (aLQTS),Disease,PA134984780,CERKL,Gene,ClinicalAnnotation,associated,,PD,18521091,,,,,,
PA447300,Acquired Long QT Syndrome (aLQTS),Disease,PA142671259,NOS1AP,Gene,ClinicalAnnotation,associated,,PD,19247217,,,,,,
PA447300,Acquired Long QT Syndrome (aLQTS),Disease,PA25428,CELF4,Gene,ClinicalAnnotation,associated,,PD,18521091,,,,,,
PA447300,Acquired Long QT Syndrome (aLQTS),Disease,PA31778,NRG3,Gene,ClinicalAnnotation,associated,,PD,18521091,,,,,,
PA447300,Acquired Long QT Syndrome (aLQTS),Disease,PA38,ADRB1,Gene,Vip,associated,,,11942593,,,,,,
PA443797,Coronary Disease,Disease,PA120,CRP,Gene,VariantAnnotation,associated,PK,PD,21094359,,,,,,
PA443797,Coronary Disease,Disease,PA134906523,CES1P1,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,24535487,,,,,
PA443797,Coronary Disease,Disease,PA139,ACE,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,10880412;12799093;16020596;19319668;8538349;8986921;9661139,,,,,
PA443797,Coronary Disease,Disease,PA189,HMGCR,Gene,VariantAnnotation,associated,,PD,20031582,,,,,,
PA443797,Coronary Disease,Disease,PA227,LDLR,Gene,VariantAnnotation,associated,,PD,18261733,,,,,,
PA443797,Coronary Disease,Disease,PA24536,ADAMTS1,Gene,ClinicalAnnotation,associated,,PD,18174457,,,,,,
PA443797,Coronary Disease,Disease,PA27112,CYP2J2,Gene,Vip,associated,,,,,,,,,
PA443797,Coronary Disease,Disease,PA55,APOE,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,16103896;20031551;20031582,,,,,
PA445019,Myocardial Infarction,Disease,PA24536,ADAMTS1,Gene,ClinicalAnnotation,associated,,PD,18174457,,,,,,
PA444797,Liver Cirrhosis,Disease,PA31,ADD1,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,21692745,,,,,
PA444552,Hypertension,Disease,PA305,SCNN1A,Gene,VariantAnnotation,associated,,,20577119,,,,,,
PA443936,Drug Hypersensitivity,Disease,PA142672032,CYCSP5,Gene,VariantAnnotation,associated,,PD,21801394,,,,,,
PA443936,Drug Hypersensitivity,Disease,PA29778,IL10,Gene,VariantAnnotation,associated,,PD,24819158,,,,,,
PA443936,Drug Hypersensitivity,Disease,PA30475,LTB,Gene,ClinicalAnnotation,associated,,PD,16998491,,,,,,
PA443936,Drug Hypersensitivity,Disease,PA33919,PSORS1C1,Gene,VariantAnnotation,associated,,PD,21801394,,,,,,
PA443936,Drug Hypersensitivity,Disease,PA35055,HLA-A,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,15743917;17587850;21301380;21393610;21428769;21545408;21912425;21917426;23132554;23588310;23669020;24268988,,,,,
PA443936,Drug Hypersensitivity,Disease,PA37856,LST1,Gene,ClinicalAnnotation,associated,,PD,16998491,,,,,,
PA444370,Heart Failure,Disease,PA180,GRK5,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,18425130,,,,,
PA444370,Heart Failure,Disease,PA26122,CBR3,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,18457324;22124095,,,,,
PA444370,Heart Failure,Disease,PA34897,RYR3,Gene,VariantAnnotation,associated,,PD,22664477,,,,,,
PA443319,Alzheimer Disease,Disease,PA38,ADRB1,Gene,Vip,associated,,,15212839,,,,,,
PA443362,Angina Pectoris,Disease,PA38,ADRB1,Gene,Vip,associated,,,11704005;12090746;16189366;16210433,,,,,,
PA443364,Angina, Unstable,Disease,PA38,ADRB1,Gene,Vip,associated,,,12090746;16189366,,,,,
PA443886,Diabetes Mellitus,Disease,PA38,ADRB1,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,18794727,,,,,
PA443994,Edema,Disease,PA38,ADRB1,Gene,ClinicalAnnotation,VariantAnnotation,associated,,PD,18794727,,,,,
